regulatory_gene	target_gene	regulation_strength
ceh-32	F56C9.8	0.11394339033558973
ceh-32	cutl-16	0.4320145167635874
ceh-32	mlc-1	0.3250044039839788
ceh-32	gcy-33	0.3303396245196797
ceh-32	zig-7	0.3094176981586453
ceh-32	gcy-34	0.3568164610648894
ceh-32	T19C3.3	0.24179977353546578
ceh-32	srsx-30	0.3327969529149918
ceh-32	nlp-33	0.2923185638083056
ceh-32	cpl-1	0.25349768191672406
ceh-32	hlh-1	0.32759404971274353
ceh-32	grd-10	0.25761599801360646
ceh-32	plin-1	-0.2729345197956022
ceh-32	tctn-1	0.28082563893346335
ceh-32	let-2	0.23227647238305904
ceh-32	acsd-1	0.28851324386911636
ceh-32	mlc-3	0.2573097442179304
ceh-32	cutl-24	0.20599186095146121
ceh-32	Y37D8A.16	0.05448161987590746
ceh-32	sem-4	0.21720708486466594
ceh-32	hil-4	0.24706616767729722
ceh-32	tmem-231	0.24883964375712642
ceh-32	nlp-29	0.25933336024942005
ceh-32	gst-5	0.1828157795406415
ceh-32	cle-1	0.198123469340937
ceh-32	lgc-31	0.2516851223284157
ceh-32	col-166	0.17419857004950698
ceh-32	maoc-1	-0.25029663374934885
ceh-32	elt-7	-0.20125027411184998
ceh-32	hsp-12.3	0.2080984289065489
ceh-32	AH9.6	0.17847928669807445
ceh-32	F53B3.3	-0.16231836669077404
ceh-32	C14B9.2	0.22978656946615128
ceh-32	dyf-1	0.21942808673593323
ceh-32	C29F5.1	0.2077931219780157
ceh-32	set-18	0.2049214123264395
ceh-32	deg-1	0.17764640505308504
ceh-32	fbxc-20	0.20652352444090757
ceh-32	lec-3	0.21341689436974134
ceh-32	C25D7.15	0.22473817611126606
ceh-32	gpdh-1	0.16017028973615366
ceh-32	Y62F5A.9	0.1580773174946694
ceh-32	lntl-1	0.1414414299492432
ceh-32	Y22D7AL.6	0.20105628038118972
ceh-32	C14A11.5	0.15767240548259223
ceh-32	F47B10.8	0.18776891969106155
ceh-32	cpz-1	-0.14375303239793655
ceh-32	spp-22	0.09648525827227994
ceh-32	ftn-2	0.16211382982809186
ceh-32	odr-2	0.06602938076120489
ceh-32	Y102A11A.9	0.08646309500570575
ceh-32	C01G5.25	-0.15921906625951135
ceh-32	cnc-3	0.1793747998760757
ceh-32	F57B1.6	0.18836745715572395
ceh-32	ZC443.4	-0.17914460634638438
ceh-32	F28E10.1	0.05086248041889498
ceh-32	C53D6.8	0.1865031103188288
ceh-32	max-1	0.1672621325804581
ceh-32	ctg-1	-0.13291948879202897
ceh-32	fmi-1	0.08459046239215252
ceh-32	spp-13	0.09792668893650605
ceh-32	odr-4	0.06826125940702372
ceh-32	F44E5.4	-0.06607911365656885
ceh-32	unc-43	-0.10882773880656478
ceh-32	cutl-18	-0.1072924758644257
ceh-32	asns-2	-0.11004415284383261
ceh-32	K10D3.6	-0.09091583714757084
ceh-32	hil-5	0.08674645856906942
ceh-32	unc-3	0.08938429015441264
ceh-32	fasn-1	-0.06180209470350928
ceh-32	tba-9	0.12698658069279062
ceh-32	F14B8.5	0.07993267242761116
ceh-32	pat-10	0.07410276883024672
ceh-32	ttn-1	0.07224812583427298
ceh-32	casy-1	-0.061085463446216
ceh-32	ptd-2	0.06845580383487375
ceh-32	egl-21	-0.08463937434008074
ceh-32	sox-4	0.1535124059715262
ceh-32	aat-6	0.07629441344065316
ceh-32	F53A9.8	0.0752053071120074
ceh-32	F14B8.6	0.0806359078527287
ceh-32	fkb-7	0.09091830668482578
ceh-32	F43C9.2	-0.0661315485791977
ceh-32	C26F1.1	0.09547501028146754
ceh-32	pros-1	0.059059521918994856
ceh-32	fbxb-74	0.13530621305417811
ceh-32	ZK822.1	-0.07871280355816784
ceh-32	mec-12	-0.0507412264613996
ceh-32	pqn-48	0.11087918077167495
ceh-32	ZK1307.1	-0.08919919073306658
ceh-32	icl-1	0.09360200752480294
ceh-32	eri-6	0.23562105510468095
ceh-32	F42G8.19	0.07704437054708721
ceh-32	nlp-31	-0.0705317023306287
ceh-32	F54E4.3	0.10120477557020902
ceh-32	egl-13	0.057949651653473926
ceh-32	B0228.1	0.05125712206447079
ceh-32	sym-1	0.07235285274411699
ceh-32	tns-1	0.1803717308580128
ceh-32	hmit-1.3	0.06686936132783614
ceh-32	F08B12.4	0.07476972793864259
ceh-32	K07C11.4	0.06556300877677754
ceh-32	tbx-2	0.0733034831728055
ceh-32	ZK287.1	0.08352660538413087
ceh-32	rmd-2	-0.05871109439241788
ceh-32	F46F2.5	0.07462219144423622
ceh-32	F55D12.5	0.10135746117072347
ceh-32	dao-2	0.11488784451187886
ceh-32	ncam-1	0.05190698793480875
ceh-32	pgal-1	-0.06599693720489946
ceh-32	mig-18	0.11451955750196363
ceh-32	grd-5	0.12000018746885839
ceh-32	C18A11.1	0.06555925151463843
ceh-32	unc-83	0.09368512640847762
ceh-32	C34E7.4	0.07077736817434646
ceh-32	F48D6.4	0.0557615709006213
ceh-32	T10B5.4	-0.08646825377392414
ceh-32	che-13	0.07965080174905698
ceh-32	M153.4	0.05195530126391501
ceh-32	F14D12.1	0.07298357074175041
ceh-32	mua-3	0.14902717749953326
ceh-32	C08G9.1	-0.0759586669329049
ceh-32	cki-2	0.06785549312863524
ceh-32	Y48C3A.5	0.06404927833269602
ceh-32	aakg-5	0.053189365771268655
ceh-32	grl-10	0.06303278213745277
ceh-32	F07C6.4	0.06982630495555481
ceh-32	ceh-30	0.057121773091776476
ceh-32	mec-7	0.16835280224649657
ceh-32	lpr-6	0.08536325145813449
ceh-32	strl-1	0.0797199565607872
ceh-32	C50B8.4	0.09364264979817877
ceh-32	unc-15	-0.055277019372863154
ceh-32	ast-1	0.06017458636901123
ceh-32	msa-1	0.08664270215108975
ceh-32	C26B9.3	0.11237292226748449
ceh-32	cla-1	-0.07268291799650048
ceh-32	asp-4	0.09602970788253264
ceh-32	pdl-1	0.07139617635115678
ceh-32	unc-6	0.05558846946306088
ceh-32	lgc-47	0.06994821397224572
ceh-32	C53A3.2	0.05666691645998554
ceh-32	F16H11.1	0.07327511261802169
ceh-32	R02D3.1	0.05025631972825595
ceh-32	bbs-8	-0.07306142830596249
ceh-32	F58F9.1	0.05288276920392316
ceh-32	ceh-37	0.07808723006954499
ceh-32	pqn-44	-0.07027869294630634
ceh-32	nhr-25	-0.051510049042882186
ceh-32	daf-19	-0.07474591287016596
ceh-32	sams-1	0.05184461600910694
ceh-32	E02A10.3	0.06658379935469734
ceh-32	C16B8.2	0.06115559036712115
ceh-32	inx-12	0.05801595021717063
ceh-32	fbxa-4	0.06218745180578404
ceh-32	cof-2	-0.06634791981849286
ceh-32	C44C1.6	0.05225991757105874
ceh-32	tbc-7	-0.06650810950278735
ceh-32	C17G1.5	-0.07601210874549573
ceh-32	sym-2	0.050727315058065575
tbp-1	F56C9.8	0.11776136720191395
tbp-1	cutl-16	0.4435548541151076
tbp-1	mlc-1	0.3137864726304983
tbp-1	gcy-33	0.30950225427396105
tbp-1	zig-7	0.29433418757213925
tbp-1	syd-9	-0.05335078607775133
tbp-1	T19C3.3	0.24539610982828197
tbp-1	cpl-1	0.23415462569939716
tbp-1	hlh-1	0.32354781267931804
tbp-1	grd-10	0.24300954389825546
tbp-1	plin-1	-0.25911347347812297
tbp-1	tctn-1	0.28344361352902897
tbp-1	acsd-1	0.2863913025976431
tbp-1	cutl-24	0.18981324068916616
tbp-1	sem-4	0.21405921647025322
tbp-1	hil-4	0.24677621998850088
tbp-1	tmem-231	0.2503706817249793
tbp-1	nlp-29	0.2594140736515774
