regulatory_gene	target_gene	regulation_strength
ceh-32	F56C9.8	0.10589589290222037
ceh-32	cutl-16	0.5291468331480682
ceh-32	mlc-1	0.3246162054353866
ceh-32	gcy-33	0.3213267893651085
ceh-32	zig-7	0.30700383972178563
ceh-32	gcy-34	0.3678685325293667
ceh-32	srsx-30	0.33859183230116296
ceh-32	nlp-33	0.3186733294410691
ceh-32	cpl-1	0.24935596789764794
ceh-32	hlh-1	0.318656942454025
ceh-32	grd-10	0.23916076712704937
ceh-32	plin-1	-0.2996803629843681
ceh-32	tctn-1	0.3037433847892611
ceh-32	let-2	0.2215497243483804
ceh-32	acsd-1	0.22561381433964728
ceh-32	mlc-3	0.26000729235850334
ceh-32	cutl-24	0.19307975067053834
ceh-32	sem-4	0.1974070484507342
ceh-32	hil-4	0.21863499322264318
ceh-32	tmem-231	0.24139688426501577
ceh-32	nlp-29	0.23814042974000177
ceh-32	gst-5	0.18542747021683806
ceh-32	cle-1	0.17387188814813764
ceh-32	lgc-31	0.21721287342707163
ceh-32	col-166	0.15859020704260532
ceh-32	maoc-1	-0.2128490194662877
ceh-32	elt-7	-0.16976916947845122
ceh-32	hsp-12.3	0.21436230532354933
ceh-32	AH9.6	0.16630089992258867
ceh-32	F53B3.3	-0.13802666709760042
ceh-32	C14B9.2	0.22375953725384778
ceh-32	dyf-1	0.21955572363868409
ceh-32	C29F5.1	0.22736906454151723
ceh-32	set-18	0.1983037360969591
ceh-32	deg-1	0.17221721317534616
ceh-32	fbxc-20	0.20606534745696498
ceh-32	lec-3	0.19794411692198058
ceh-32	C25D7.15	0.18975398194551257
ceh-32	gpdh-1	0.1457782722875482
ceh-32	Y62F5A.9	0.18328960298355124
ceh-32	lntl-1	0.12239896161440125
ceh-32	Y22D7AL.6	0.19906380868763207
ceh-32	C14A11.5	0.11631961539385355
ceh-32	dhs-8	0.07198699078937267
ceh-32	F47B10.8	0.17041356980284025
ceh-32	cpz-1	-0.10245316322659159
ceh-32	ftn-2	0.08681964477752346
ceh-32	K02F2.5	-0.09352949320508816
ceh-32	odr-2	0.09506945305025642
ceh-32	R102.2	0.1005812929981611
ceh-32	Y102A11A.9	0.13231678967774466
ceh-32	C01G5.25	-0.18884013990278148
ceh-32	tir-1	0.05873314105404934
ceh-32	cnc-3	0.17139070067149592
ceh-32	ceh-16	0.10025518419768067
ceh-32	F57B1.6	0.2310907425323646
ceh-32	ZC443.4	-0.14666069992615624
ceh-32	max-1	0.1404968570787264
ceh-32	ctg-1	-0.15631916607734614
ceh-32	fmi-1	0.13367832500578766
ceh-32	spp-13	0.1670081719349012
ceh-32	F44E5.4	-0.12375223916715586
ceh-32	cey-3	0.05424165137300424
ceh-32	unc-43	-0.11612190016315788
ceh-32	cutl-18	-0.14724670153218763
ceh-32	osm-11	-0.06081484296067388
ceh-32	twk-14	0.05257041971757673
ceh-32	asns-2	-0.1402382734563636
ceh-32	K10D3.6	-0.12121710913452055
ceh-32	unc-58	0.08815982118941598
ceh-32	hil-5	0.0789609291513127
ceh-32	tba-9	0.12943497058381737
ceh-32	F14B8.5	0.10516281989688112
ceh-32	pat-10	0.16648934406318563
ceh-32	glb-18	-0.07244547211467414
ceh-32	ttn-1	0.0830947733884457
ceh-32	ptd-2	0.08714851877396503
ceh-32	egl-21	-0.09370619932397817
ceh-32	sox-4	0.11370586527175618
ceh-32	aat-6	0.10359335470865502
ceh-32	F53A9.8	0.11846213419119699
ceh-32	rig-6	0.11525965617354575
ceh-32	cpn-1	-0.06214617097250047
ceh-32	F14B8.6	0.08875278185192352
ceh-32	glr-2	-0.07527249293102181
ceh-32	fkb-7	0.1685386386241846
ceh-32	dos-1	0.05341904995959677
ceh-32	F43C9.2	-0.10031932232699708
ceh-32	C25G6.1	0.07300313163358431
ceh-32	K08F9.3	0.06122033815616023
ceh-32	ZK856.5	-0.053282469445584874
ceh-32	K07E3.4	0.05335521210501562
ceh-32	ZK822.1	-0.09266190517977604
ceh-32	mec-12	-0.09650779001096968
ceh-32	ZK1307.1	-0.0734655778807004
ceh-32	icl-1	0.07719008726628092
ceh-32	F42G8.19	0.07307317013130889
ceh-32	nlp-31	-0.08068511708400475
ceh-32	F54E4.3	0.07962096458010673
ceh-32	egl-13	0.05311435112334758
ceh-32	B0228.1	0.07092895427049506
ceh-32	sym-1	0.12248652804393266
ceh-32	tns-1	0.08946171116526513
ceh-32	hmit-1.3	0.09763769291941735
ceh-32	F08B12.4	0.11322447174580495
ceh-32	K07C11.4	0.0793064751274738
ceh-32	tbx-2	0.09200618385367615
ceh-32	hrg-3	-0.06047518517499352
ceh-32	ZK287.1	0.09085154719312985
ceh-32	F09E10.5	0.05162067067629813
ceh-32	F46F2.5	0.10319014204108506
ceh-32	dao-2	0.061539301814695746
ceh-32	ncam-1	0.10088233366123063
ceh-32	pgal-1	-0.070710390571436
ceh-32	mig-18	0.09110214958944969
ceh-32	grd-5	0.11626206156930569
ceh-32	C18A11.1	0.10987169853781552
ceh-32	unc-83	0.08504988732538596
ceh-32	C34E7.4	0.062182933523077744
ceh-32	cab-1	-0.06127905745109259
ceh-32	C50B8.5	0.05974303183762186
ceh-32	T10B5.4	-0.06335183523038795
ceh-32	F32B5.6	0.09555713668945535
ceh-32	che-13	0.08917523859178139
ceh-32	M153.4	0.07651163788866681
ceh-32	far-1	-0.05696053982665042
ceh-32	F14D12.1	0.08522005590106804
ceh-32	C08G9.1	-0.08741762768557072
ceh-32	ZK643.2	0.0763453955705424
ceh-32	Y48C3A.5	0.07696129207861513
ceh-32	T14B1.1	-0.05472734115418683
ceh-32	grl-10	0.0769421534417869
ceh-32	F07C6.4	0.0714075531991013
ceh-32	ceh-30	0.0711193497316632
ceh-32	mec-7	0.05508265539589595
ceh-32	lpr-6	0.05046930261385925
ceh-32	gst-20	0.0816486626609104
ceh-32	sol-1	-0.056810952082216315
ceh-32	ceh-31	0.08151799981190967
ceh-32	strl-1	0.14202876631404743
ceh-32	mab-21	-0.05066170730354227
ceh-32	C50B8.4	0.07139061851858627
ceh-32	unc-15	-0.0696129733923081
ceh-32	ast-1	0.18390141772913673
ceh-32	swip-10	0.07612195200515386
ceh-32	msa-1	0.06771912890845497
ceh-32	T04G9.4	-0.053209843366997904
ceh-32	eva-1	0.06982561556651576
ceh-32	C26B9.3	0.14372708263375986
ceh-32	catp-3	0.07347332416633012
ceh-32	lpr-1	0.06871206726800495
ceh-32	Y41G9A.5	-0.05181737024346991
ceh-32	cla-1	-0.08687856459054383
ceh-32	asp-4	0.15355716579231415
ceh-32	pdl-1	0.07386593538089842
ceh-32	unc-6	0.0824214824188853
ceh-32	lgc-47	0.07117055924459992
ceh-32	C53A3.2	0.06418580081588351
ceh-32	F16H11.1	0.07676496637946562
ceh-32	R02D3.1	0.10830405643142915
ceh-32	ace-4	-0.05896280699773717
ceh-32	psa-3	-0.05299949117192205
ceh-32	bbs-8	-0.07331684538773159
ceh-32	F58F9.1	0.07838849987830145
ceh-32	ceh-37	-0.07328963134097292
ceh-32	pqn-44	-0.050504914607878974
ceh-32	cutl-20	0.08298891004103634
ceh-32	nhr-25	-0.06221367030943805
ceh-32	daf-19	-0.0794933292275916
ceh-32	lin-2	0.06446948829357746
ceh-32	sams-1	0.0536131045648375
ceh-32	E02A10.3	0.06892117935547054
ceh-32	osm-6	0.11432434203544234
ceh-32	lbp-3	0.11108575507657106
ceh-32	wrt-10	0.10588197955747472
ceh-32	C16B8.2	0.07009156245889556
ceh-32	inx-12	0.05955210792166944
ceh-32	gcy-31	0.07040824814638952
ceh-32	fbxa-4	0.06278306416090182
ceh-32	cof-2	-0.08226205229650069
ceh-32	T19D12.6	-0.06030085505314049
ceh-32	flp-9	0.06689074968299213
ceh-32	lin-39	0.08068899018934202
ceh-32	C44C1.6	0.05260024379092595
ceh-32	tbc-7	-0.07530071549912065
ceh-32	C17G1.5	-0.07782420528610015
ceh-32	sym-2	0.05073642672236747
tbp-1	F56C9.8	0.11452247831479748
tbp-1	cutl-16	0.4386131186773653
tbp-1	mlc-1	0.32593333379684186
tbp-1	gcy-33	0.3259756387961681
tbp-1	zig-7	0.3075308422130663
tbp-1	ost-1	-0.08676383803830133
tbp-1	srsx-30	-0.07872943660360765
tbp-1	nlp-33	-0.08781864441404658
tbp-1	cpl-1	0.2566313279618824
tbp-1	hlh-1	0.29238084358356364
tbp-1	grd-10	0.24109890345944607
tbp-1	col-98	-0.06338782552613162
tbp-1	plin-1	-0.2575611374281479
tbp-1	tctn-1	0.22306936334384772
tbp-1	let-2	-0.06414674429933995
tbp-1	acsd-1	0.25733618786606516
tbp-1	mlc-3	-0.06343273417935852
tbp-1	cutl-24	0.19037801533197546
tbp-1	sem-4	0.19471931144034657
tbp-1	hil-4	0.2249844617038307
tbp-1	tmem-231	0.19684775248119085
tbp-1	nlp-29	0.2002170855036396
tbp-1	gst-5	0.17515492091782162
tbp-1	cle-1	0.17791696748959773
tbp-1	col-166	0.16313351736471787
tbp-1	maoc-1	-0.16873001581550517
tbp-1	elt-7	-0.1597443306717835
tbp-1	hsp-12.3	-0.06050386404658244
tbp-1	AH9.6	0.15596367402677142
tbp-1	F53B3.3	-0.13879501509415693
tbp-1	abts-1	-0.07450509418586705
tbp-1	C14B9.2	0.19245419438663836
tbp-1	dyf-1	0.20091180646676096
tbp-1	deg-1	0.13393975351542842
tbp-1	C25D7.15	0.16760301366737104
tbp-1	lips-10	-0.08855481042406779
tbp-1	gpdh-1	0.13941965734214906
tbp-1	Y62F5A.9	0.17832919446624862
tbp-1	lntl-1	0.12450094792501887
tbp-1	C14A11.5	0.11713724291000183
tbp-1	cpz-1	-0.10221338492304408
tbp-1	ftn-2	0.12739883355308318
tbp-1	K02F2.5	-0.09507253349101943
tbp-1	odr-2	0.08191436445110561
tbp-1	R102.2	0.09590459035798705
tbp-1	Y102A11A.9	0.12010428716300176
tbp-1	C01G5.25	-0.16105513676607927
tbp-1	tir-1	0.16377574678657428
tbp-1	ceh-16	0.0944650108555729
tbp-1	Y52B11A.12	-0.053288221411039866
tbp-1	ZC443.4	-0.1443647199945762
tbp-1	C34D1.4	0.051620071884476926
tbp-1	F41D9.2	-0.05427190184334346
tbp-1	fkb-4	0.06288207308436829
tbp-1	F28E10.1	-0.05215304541739135
