eef-1A.1,cell_0,10.0,D-,target_gene
eef-1A.1,cell_1,9.0,D-,target_gene
eef-1A.1,cell_2,11.0,D-,target_gene
eef-1A.1,cell_3,25.0,D-,target_gene
eef-1A.1,cell_4,17.0,D-,target_gene
eef-1A.1,cell_5,8.0,D-,target_gene
eef-1A.1,cell_6,11.0,D-,target_gene
eef-1A.1,cell_7,1.0,D-,target_gene
eef-1A.1,cell_8,8.0,D-,target_gene
eef-1A.1,cell_9,10.0,D-,target_gene
eef-1A.1,cell_10,8.0,D-,target_gene
eef-1A.1,cell_11,8.0,D-,target_gene
eef-1A.1,cell_12,8.0,D-,target_gene
eef-1A.1,cell_13,12.0,D-,target_gene
eef-1A.1,cell_14,14.0,D-,target_gene
eef-1A.1,cell_15,5.0,D-,target_gene
eef-1A.1,cell_16,21.0,D-,target_gene
eef-1A.1,cell_17,14.0,D-,target_gene
eef-1A.1,cell_18,23.0,D-,target_gene
eef-1A.1,cell_19,9.0,D-,target_gene
eef-1A.1,cell_20,20.0,D-,target_gene
eef-1A.1,cell_21,19.0,D-,target_gene
eef-1A.1,cell_22,9.0,D-,target_gene
eef-1A.1,cell_23,16.0,D-,target_gene
eef-1A.1,cell_24,22.0,D-,target_gene
eef-1A.1,cell_25,7.0,D-,target_gene
eef-1A.1,cell_26,14.0,D-,target_gene
eef-1A.1,cell_27,9.0,D-,target_gene
eef-1A.1,cell_28,8.0,D-,target_gene
eef-1A.1,cell_29,11.0,D-,target_gene
eef-1A.1,cell_30,12.0,D-,target_gene
eef-1A.1,cell_31,10.0,D-,target_gene
eef-1A.1,cell_32,7.0,D-,target_gene
eef-1A.1,cell_33,11.0,D-,target_gene
eef-1A.1,cell_34,9.0,D-,target_gene
eef-1A.1,cell_35,8.0,D-,target_gene
eef-1A.1,cell_36,12.0,D-,target_gene
eef-1A.1,cell_37,12.0,D-,target_gene
eef-1A.1,cell_38,11.0,D-,target_gene
eef-1A.1,cell_39,15.0,D-,target_gene
eef-1A.1,cell_40,10.0,D-,target_gene
eef-1A.1,cell_41,10.0,D-,target_gene
eef-1A.1,cell_42,18.0,D-,target_gene
eef-1A.1,cell_43,12.0,D-,target_gene
eef-1A.1,cell_44,11.0,D-,target_gene
eef-1A.1,cell_45,11.0,D-,target_gene
eef-1A.1,cell_46,6.0,D-,target_gene
eef-1A.1,cell_47,11.0,D-,target_gene
eef-1A.1,cell_48,5.0,D-,target_gene
eef-1A.1,cell_49,7.0,D-,target_gene
eef-1A.1,cell_50,2.0,D-,target_gene
eef-1A.1,cell_51,16.0,D-,target_gene
eef-1A.1,cell_52,0.0,D-,target_gene
eef-1A.1,cell_53,3.0,D-,target_gene
eef-1A.1,cell_54,13.0,D-,target_gene
eef-1A.1,cell_55,12.0,D-,target_gene
eef-1A.1,cell_56,5.0,D-,target_gene
eef-1A.1,cell_57,12.0,D-,target_gene
eef-1A.1,cell_58,17.0,D-,target_gene
eef-1A.1,cell_59,18.0,D-,target_gene
eef-1A.1,cell_60,20.0,D-,target_gene
eef-1A.1,cell_61,9.0,D-,target_gene
eef-1A.1,cell_62,12.0,D-,target_gene
eef-1A.1,cell_63,17.0,D-,target_gene
eef-1A.1,cell_64,7.0,D-,target_gene
eef-1A.1,cell_65,8.0,D-,target_gene
eef-1A.1,cell_66,4.0,D-,target_gene
eef-1A.1,cell_67,8.0,D-,target_gene
eef-1A.1,cell_68,12.0,D-,target_gene
eef-1A.1,cell_69,8.0,D-,target_gene
eef-1A.1,cell_70,11.0,D-,target_gene
eef-1A.1,cell_71,8.0,D-,target_gene
eef-1A.1,cell_72,14.0,D-,target_gene
eef-1A.1,cell_73,4.0,D-,target_gene
eef-1A.1,cell_74,3.0,D-,target_gene
eef-1A.1,cell_75,10.0,D-,target_gene
eef-1A.1,cell_76,9.0,D-,target_gene
eef-1A.1,cell_77,9.0,D-,target_gene
eef-1A.1,cell_78,7.0,D-,target_gene
eef-1A.1,cell_79,26.0,D-,target_gene
eef-1A.1,cell_80,15.0,D-,target_gene
eef-1A.1,cell_81,11.0,D-,target_gene
eef-1A.1,cell_82,13.0,D-,target_gene
eef-1A.1,cell_83,21.0,D-,target_gene
eef-1A.1,cell_84,25.0,D-,target_gene
eef-1A.1,cell_85,8.0,D-,target_gene
eef-1A.1,cell_86,11.0,D-,target_gene
eef-1A.1,cell_87,8.0,D-,target_gene
eef-1A.1,cell_88,9.0,D-,target_gene
eef-1A.1,cell_89,9.0,D-,target_gene
eef-1A.1,cell_90,24.0,D-,target_gene
eef-1A.1,cell_91,8.0,D-,target_gene
eef-1A.1,cell_92,10.0,D-,target_gene
eef-1A.1,cell_93,18.0,D-,target_gene
eef-1A.1,cell_94,12.0,D-,target_gene
eef-1A.1,cell_95,14.0,D-,target_gene
eef-1A.1,cell_96,3.0,D-,target_gene
eef-1A.1,cell_97,10.0,D-,target_gene
eef-1A.1,cell_98,6.0,D-,target_gene
eef-1A.1,cell_99,28.0,D-,target_gene
eef-1A.1,cell_100,14.0,D-,target_gene
eef-1A.1,cell_101,14.0,D-,target_gene
eef-1A.1,cell_102,15.0,D-,target_gene
eef-1A.1,cell_103,16.0,D-,target_gene
eef-1A.1,cell_104,4.0,D-,target_gene
eef-1A.1,cell_105,22.0,D-,target_gene
eef-1A.1,cell_106,9.0,D-,target_gene
eef-1A.1,cell_107,37.0,D-,target_gene
eef-1A.1,cell_108,17.0,D-,target_gene
eef-1A.1,cell_109,2.0,D-,target_gene
eef-1A.1,cell_110,15.0,D-,target_gene
eef-1A.1,cell_111,11.0,D-,target_gene
eef-1A.1,cell_112,9.0,D-,target_gene
eef-1A.1,cell_113,4.0,D-,target_gene
eef-1A.1,cell_114,9.0,D-,target_gene
eef-1A.1,cell_115,13.0,D-,target_gene
eef-1A.1,cell_116,15.0,D-,target_gene
eef-1A.1,cell_117,21.0,D-,target_gene
eef-1A.1,cell_118,16.0,D-,target_gene
eef-1A.1,cell_119,25.0,D-,target_gene
eef-1A.1,cell_120,9.0,D-,target_gene
eef-1A.1,cell_121,16.0,D-,target_gene
eef-1A.1,cell_122,19.0,D-,target_gene
eef-1A.1,cell_123,11.0,D-,target_gene
eef-1A.1,cell_124,28.0,D-,target_gene
eef-1A.1,cell_125,18.0,D-,target_gene
eef-1A.1,cell_126,9.0,D-,target_gene
eef-1A.1,cell_127,10.0,D-,target_gene
eef-1A.1,cell_128,20.0,D-,target_gene
eef-1A.1,cell_129,16.0,D-,target_gene
eef-1A.1,cell_130,19.0,D-,target_gene
eef-1A.1,cell_131,12.0,D-,target_gene
eef-1A.1,cell_132,24.0,D-,target_gene
eef-1A.1,cell_133,10.0,D-,target_gene
eef-1A.1,cell_134,10.0,D-,target_gene
eef-1A.1,cell_135,13.0,D-,target_gene
eef-1A.1,cell_136,16.0,D-,target_gene
eef-1A.1,cell_137,11.0,D-,target_gene
eef-1A.1,cell_138,6.0,D-,target_gene
eef-1A.1,cell_139,9.0,D-,target_gene
eef-1A.1,cell_140,14.0,D-,target_gene
eef-1A.1,cell_141,27.0,D-,target_gene
eef-1A.1,cell_142,32.0,D-,target_gene
eef-1A.1,cell_143,12.0,D-,target_gene
eef-1A.1,cell_144,10.0,D-,target_gene
eef-1A.1,cell_145,21.0,D-,target_gene
eef-1A.1,cell_146,8.0,D-,target_gene
eef-1A.1,cell_147,9.0,D-,target_gene
eef-1A.1,cell_148,13.0,D-,target_gene
eef-1A.1,cell_149,6.0,D-,target_gene
eef-1A.1,cell_150,5.0,D-,target_gene
eef-1A.1,cell_151,10.0,D-,target_gene
eef-1A.1,cell_152,5.0,D-,target_gene
eef-1A.1,cell_153,18.0,D-,target_gene
eef-1A.1,cell_154,14.0,D-,target_gene
