eef-1A.1,cell_0,19.0,ABarpp-,target_gene
eef-1A.1,cell_1,15.0,ABarpp-,target_gene
eef-1A.1,cell_2,22.0,ABarpp-,target_gene
eef-1A.1,cell_3,9.0,ABarpp-,target_gene
eef-1A.1,cell_4,3.0,ABarpp-,target_gene
eef-1A.1,cell_5,16.0,ABarpp-,target_gene
eef-1A.1,cell_6,17.0,ABarpp-,target_gene
eef-1A.1,cell_7,6.0,ABarpp-,target_gene
eef-1A.1,cell_8,9.0,ABarpp-,target_gene
eef-1A.1,cell_9,0.0,ABarpp-,target_gene
eef-1A.1,cell_10,8.0,ABarpp-,target_gene
eef-1A.1,cell_11,4.0,ABarpp-,target_gene
eef-1A.1,cell_12,7.0,ABarpp-,target_gene
eef-1A.1,cell_13,4.0,ABarpp-,target_gene
eef-1A.1,cell_14,10.0,ABarpp-,target_gene
eef-1A.1,cell_15,10.0,ABarpp-,target_gene
eef-1A.1,cell_16,6.0,ABarpp-,target_gene
eef-1A.1,cell_17,4.0,ABarpp-,target_gene
eef-1A.1,cell_18,16.0,ABarpp-,target_gene
eef-1A.1,cell_19,14.0,ABarpp-,target_gene
eef-1A.1,cell_20,3.0,ABarpp-,target_gene
eef-1A.1,cell_21,12.0,ABarpp-,target_gene
eef-1A.1,cell_22,2.0,ABarpp-,target_gene
eef-1A.1,cell_23,4.0,ABarpp-,target_gene
eef-1A.1,cell_24,11.0,ABarpp-,target_gene
eef-1A.1,cell_25,2.0,ABarpp-,target_gene
eef-1A.1,cell_26,2.0,ABarpp-,target_gene
eef-1A.1,cell_27,12.0,ABarpp-,target_gene
eef-1A.1,cell_28,6.0,ABarpp-,target_gene
eef-1A.1,cell_29,26.0,ABarpp-,target_gene
eef-1A.1,cell_30,4.0,ABarpp-,target_gene
eef-1A.1,cell_31,6.0,ABarpp-,target_gene
eef-1A.1,cell_32,7.0,ABarpp-,target_gene
eef-1A.1,cell_33,19.0,ABarpp-,target_gene
eef-1A.1,cell_34,35.0,ABarpp-,target_gene
eef-1A.1,cell_35,14.0,ABarpp-,target_gene
eef-1A.1,cell_36,11.0,ABarpp-,target_gene
eef-1A.1,cell_37,11.0,ABarpp-,target_gene
eef-1A.1,cell_38,7.0,ABarpp-,target_gene
eef-1A.1,cell_39,34.0,ABarpp-,target_gene
eef-1A.1,cell_40,13.0,ABarpp-,target_gene
eef-1A.1,cell_41,0.0,ABarpp-,target_gene
eef-1A.1,cell_42,4.0,ABarpp-,target_gene
eef-1A.1,cell_43,20.0,ABarpp-,target_gene
eef-1A.1,cell_44,8.0,ABarpp-,target_gene
